unique_id,asin,product_name,product_type,helpful,rating,title,date,reviewer,reviewer_location,review_text,type
B0001407XU:great_drive:denise_m._godfrey,B0001407XU,Seagate ST3200822A-RK 200 GB ATA Internal Hard Drive: Electronics,electronics,0 of 2,5.0,Great Drive,"July 14, 2006",Denise M. Godfrey,"Lithia, FL USA","I am extremely happy with this purchase and will most likely purchase another one of these, soon",1
"B0007OWNBS:beware_if_you_run_xp:robert_gordon_""batj""",B0007OWNBS,Netgear RangeMax Wireless PCI Adapter (WPN311): Electronics,electronics,5 of 6,4.0,Beware if you run XP,"July 11, 2005","Robert Gordon ""batj""",Colorado Springs,"Netgear clearly has not figured out how to make their RangeMax adapter work well with the Microsoft XP operating system.  If you're not a techie, I'd stay away until Microsoft has certified the WPN311. Here's what I experienced:

1. Installed using the Netgear WPN311 automated configuration.
2. After installation completion and boot up, CPU utilization was at a solid 100%.  Executable from Netgear named WLANCFG5.EXE taking up a bunch of the CPU and Microsoft routines CSRSS.EXE, NET.EXE, and NET1.EXE taking the rest.
3. Emailed Netgear and received response to use Task Manager to delete WLANCFG5.EXE.  Did so for all users.
4. Hey!  CPU utilization returned to normal!
5. Sent next email to Netgear pointing out that this solution is just a ""patch"" and WLANCFG5 would return when I re-booted.
6. Received response to de-install and re-install software for WPN311.
7. Did so, but then Netgear adapter software could not find my MIMO wireless router!  And usage of the Netgear adapter software doesn't allow you to use the Microsoft Wireless Zero Configurator (WZC).
8. Went to microsoft.com and looked up error 871122 ""Error message when you try to run the Wireless Network Setup Wizard"" and followed the instruction to allow usage of WZC.
9. Then able to add my wireless router and everything is ok.

The functionality works great.  It's the getting there that's not too pretty good.....",1
"B00003CWDQ:buy_with_confidence.:straight_shooter_""redpoppy""",B00003CWDQ,Monster Cable MP HTS800 Home Theater PowerCenter HTS800: Electronics,electronics,0 of 1,5.0,Buy with confidence.,"August 29, 2006","Straight Shooter ""redpoppy""",USA,"I lost my previous RadioShack surge strip and the various pieces of equipment attached to it in the Queens power failure and wanted something dependable. The price is great for its rating and all the stuff included, and it is kind of cool-looking too!  Recommend without reservation",1
B00003CWDQ:faint_high-pitched_tone:daniel_von_kohorn,B00003CWDQ,Monster Cable MP HTS800 Home Theater PowerCenter HTS800: Electronics,electronics,2 of 2,4.0,Faint high-pitched tone,"March 23, 2006",Daniel Von Kohorn,"Boston, MA USA","I'm using the Monster Cable MP Home Theater PowerCenter HTS800 to remove line noise in the electrical current to a high-end tube pre-amp.  The line noise is removed beautifully; however, the PowerCenter itself creates a high-pitched tone.  The tone comes out of the PowerCenter device directly.  If you are planning to use this product on a high-end sound system, I recommend placing it in a location that is acoustically isolated.",1
B000E1FYQA:nice_buds_for_the_price:infusion,B000E1FYQA,Sennheiser CX300-B Earbuds (Black): Electronics,electronics,2 of 2,4.0,Nice buds for the price,"November 9, 2006",Infusion,"CA, USA","For the background, I've owned & used various IEM (In-Ear-Monitor) headphones over the years: Ety ER4p, Altec Lansing iM716, Shure E2c, Sony EX71, Koss KSC75.  Here's my quick impression after using these headphones for a week:

Pros:
1. Very good bass & well balance (not as bloated as the Sony EX71, the ER4p has tight but the least bass-feel/effect.)  Mid-range is good. Treble is just a little bit harsh right out of the box (but can be tamed with EQ.)
2. Easy to drive (with the iM716 phones, I'd need to crank up the vol.)
3. Very light weight
4. Comfortable tips (3 sizes included)
5. Decent isolation from outside noise (the ER4p &iM716 have better isolation)
6. Moderately priced ($50)

Cons:
1. Cables are thin so handle with care.
2. Some people may not like the ""phonendoscope effect"" (cables frictions.)  This is very common with IEM headphones, some are more than others.
3. No pouch or case

PS: For bass-heads, you will like these IEMs - from an owner of Beyer DT770-80's experience :",1
B000E1FYQA:people_need_to_understand...:a._sako,B000E1FYQA,Sennheiser CX300-B Earbuds (Black): Electronics,electronics,3 of 3,5.0,People need to understand...,"November 7, 2006",A. Sako,"Los Angeles, CA USA","All in-ear headphones will make some noise when the wires brush up against something.  Sound travels along wires... it's physics, there's nothing you can do about that.  Now, these earphones are incredibly light-weight and the wires are thin so that actually reduces the noise traveling through the wires.  

These headphones are called ""asymmetric,"" meaning that the right earbud is on a longer wire than the left.  You wear this by putting the wire on the right earbud BEHIND your neck.  This leaves the area in front of you clear of wires that could get tangled up in your hands.  This also makes it easy to each lunch while listening to music so your food doesn't spill on the wire.

I paid about 60 bucks and for that price, I love these headphones.  Face it, these are low to mid-range in terms of price, but perform more like mid-range to high range if you ask me.  The cable is thin and flexible yet seems pretty resistant to damage.  The buds are comfy and I like the asymmetric design.  People need to realize that there are premium headphones for $500 or more.  I think people need to keep perspective and not have TOO high expectations from only a $60 pair",1
"B0001YFX7U:consistent..:yong_oh_""bookie""",B0001YFX7U,Ridata 8x 4.7 GB DVD+R Spindle (100 Discs): Electronics,electronics,1 of 6,5.0,Consistent..,"September 9, 2005","Yong Oh ""Bookie""","Fairfax, VA",This is the 4th spindle I've ordered and I haven't had a problem with any of my DVDs.,1
B000A1GAVW:ipod_home/wall_charger_-_great:cookie_queen,B000A1GAVW,"iPower iPod Home and Travel Charger for iPod Nano, G5 Video, G4, Photo &amp; Mini: Electronics",electronics,,5.0,Ipod Home/Wall Charger - GREAT,"November 9, 2006",Cookie Queen,"Healdsburg, CA",This little charger works great. It is the second one of it's kind that I have purchased. The last one took a lot of abuse and therefore I needed to replace it. Would buy it again. Charges quickly and is quite handy,1
B000FRW8KS:nice!!_this_is_sweet!:ribbla,B000FRW8KS,Fang Gamepad by Ideazon: Electronics,electronics,2 of 3,5.0,Nice!! This is sweet!,"July 13, 2006",Ribbla,,"The Fang is amazing!!!!! I just got it,theres nothing like it. The keyz are in the perfect spot to kill all your fellow gamers. all you need is the fang and a mouse and your good to go. you have to get this if you want to stand a chance in FPS games.",1
"B000EP5MOA:excellent_ipod,_my_favorite_so_far.:",B000EP5MOA,Apple 4 GB iPod Nano Green (2nd Generation): Electronics,electronics,7 of 7,5.0,"Excellent iPod, my favorite so far.","November 22, 2006",,,"I love the new nanos. I don't think I have anything bad to say about it besides it not having a radio. It is small and very thin. You barely feel it in your pocket, which might annoy some people but not me. I'd rather get this than any Zen products or Sandisk Sansas because it looks way better and it way thinner. The screen is really bright with the full color display. The new earbuds are A LOT more comfortable than the old ones. The new ones aren't as bulky and actually fit in my small ears with out them slipping out. I don't know why people hate the sound of the earbuds but they are certainly loud and good enough for me! The new color coating is scratch resistant, but not the click wheel and the Apple symbol. But you don't notice the scratches on the white parts. The longer battery life is twice as long as the first generation nano, 24 hours! The new 4 GB color nanos are the same price as the 2 GB of the 2nd gen nanos. I'm so happy I waited after the 1st gen nanos came out. I would never get the 1st gen nanos now since they scratch easily, have a dark screen, and have a short battery life. The new nanos are great deals and great gifts. I recommend this mp3 player to anyone that wants a good, reliable, scratch resistant, cool looking music player! 5/5 star",1
B0007UQ6LK:works_great_with_my_nokia_e62:farhan_n._hassan,B0007UQ6LK,"SanDisk 1GB miniSD Card (SDSDM-1024-A10M, Retail Package): Electronics",electronics,,5.0,Works Great with my Nokia E62,"November 10, 2006",Farhan N. Hassan,"Tracy, CA",I am satisfied. Works great with my Phone Nokia E6,1
"B0007UQ6LK:works_like_a_charm:y._beverly_""tech_gadget_addict""",B0007UQ6LK,"SanDisk 1GB miniSD Card (SDSDM-1024-A10M, Retail Package): Electronics",electronics,1 of 1,5.0,Works like a charm,"November 3, 2006","Y. Beverly ""tech gadget addict""","Baltimore, Maryland United States","I have to say, when I first purchased this little goodie, I just assumed I was buying more memory for my Motorola Q.  I had no idea just how useful and reliable this would be.  It has proven to be not only invaluable, but a very good investment, based on price and usage.  Buy one, no TWO.  These things are great",1
"B00005NIMJ:great_product:daniel_f._boehlke_""usadan""",B00005NIMJ,Logitech Trackman Wheel Optical: Electronics,electronics,,5.0,Great Product,"November 2, 2006","Daniel F. Boehlke ""usadan""","San Francisco, CA United States",I'm a big fan of trackballs and this one is my favorite on the market right now.  Just love it,1
B0006ZBHWY:works_with_a_macbook:david_relyea,B0006ZBHWY,Western Digital 80 GB Passport 2.5-inch External Hard Drive: Electronics,electronics,2 of 2,5.0,works with a MacBook,"July 31, 2006",David Relyea,"Glendale, CA","I thought I'd weigh in, as the reviews suggesting noncompliance with Apple products seemed ominous.  I bought a Passport, and the USB outlet on my Macbook powers it perfectly well.  I don't need an external power supply.

Btw, I get a transfer rate of about 2 Mb/s, or 1 Gb/5 minutes.  This seems a little slow, but it doesn't bother me much.  The Passport is small, has a nice rubber coating to prevent shock, and overall is worth the purchase price",1
B00020T4UK:higher_quality_ink-jet_printable_dvd_discs:j._ferreira,B00020T4UK,"Verbatim DVD-R 4.7GB 8X DataLifePlus White Inkjet Printable, Hub Printable 50pk Spindle: Electronics",electronics,2 of 2,5.0,Higher Quality Ink-jet Printable DVD discs,"March 17, 2006",J. Ferreira,"Providence, RI","These Verbatim discs have the DataLife Plus layer of protection that will allow them to last 100+ years. I'm a professional photographer and it's crucial to store my client's digital photos and artwork onto a disc that will remain stable in years to come. I've tried many brands and types of discs and have lost data (read errors) many times but so far with the hundreds of Verbatim discs I've burned so far, I haven't had a problem yet. The Kodak brand discs were also excellent, but Kodak discontinued making them. SONY also makes a good disc. These discs can be printed on directly with an ink jet printer such as the Epson R200/R300/R320, and the surface area is printable right up to the hub! I have no reason to switch to any other brand as long as Verbatim continues to make a great disc",1
"B00020T4UK:hub_printable!!:gaijin_""...yep_it's_me""",B00020T4UK,"Verbatim DVD-R 4.7GB 8X DataLifePlus White Inkjet Printable, Hub Printable 50pk Spindle: Electronics",electronics,5 of 6,5.0,Hub Printable!!,"August 7, 2005","Gaijin ""...yep it's me""","Hilo, HI United States","These Verbatims are terrific.  As you may know, working with DVD-R media is almost a gamble...cheap media will save you a few pennies but either give you coasters or media that plays on few players.  Sticking to name brands helps, but even then, some brands rely on outside sources for their media and while one lot/batch may be good, the next batch from the same brand may be from somewhere else.  Usually, you're safe with media made in Japan.  These Verbatim's are made in Taiwan but, they are great..I've bought one every couple months and I'm on my 3rd spindle now.

They have a wonderful printing surface that as mentioned, dries nearly instantly in Epson printers (I use an R200).  Hub printable so you can print all the way to the edge which gives your discs a terrific look when printing nice disc art or photos.  Not one coaster so far, burned with Apple Powerbook 2X Superdrive as well as a Lacie D2 Firewire writer. Though the media is 8X, it works in my Panasonic DVD Recorder (DMR-E55) which recommends up to 4X media perfectly).  So far, I have not encountered one person who has not been able to play the discs (Samsung, Sanyo, Panasonic, Sony, Apex, Toshiba DVD Players, PS2, XBox, no problems) .  Over 134 discs so far, and they look great, play great, and are a great price for hub printable discs.   Highly recommended...I'm ordering more!",1
"B000BBYH8O:two_thumbs_up_for_quickcam_notebook_pro:david_k._bowen_""boholiday""",B000BBYH8O,Logitech Quickcam for Notebooks Pro: Electronics,electronics,1 of 1,4.0,Two Thumbs up for Quickcam Notebook Pro,"November 3, 2006","David K. Bowen ""boholiday""","Miami, Florida","Notebooks Pro is the highest rated webcam (for notebooks) on the market and for good reason.  Audio and Video quality is excellent.  You can talk normal and be 2 or 3 feet away with no problem.  The echo cancellation feature is a true must for webcams, especially with the use of video.  On the negative side the USB cable is too short which limits interchangeability with your desktop.  Also, I have the Quickcam Fusion for my desktop which is a 5 star rated product and without doubt the best of the best webcams overall.  Logitech ships that product with Quickcam 10 software which is probably a nice update to Quickcam 9 the Notebook Pro uses.  Unfortunately, Logitech provides little detail and info on these technical and software issues.  B",1
B000BBYH8O:logitech.._i_am_pleased:bhavya_k._desai,B000BBYH8O,Logitech Quickcam for Notebooks Pro: Electronics,electronics,1 of 1,5.0,Logitech.. I am pleased,"October 20, 2006",Bhavya K. Desai,New York,"I had the previous version also. It is so far the best webcam I ever owned. Don't even bother to compare it with cheap creative ones. The frame rate and picture quality is awesome. Works in very low light conditions and has great software which can even make gieco or alien out of you. 

They keep on working for years. My old one ""Quickcam for notebooks Pro"" still a champion after use of 3 years now. I got bored and gave it to my uncle. And boy he loves it too. Newer one as mentioned by other reviewers holds much better.

Do I sound Like a logitech sales person? Well I must admit that I am very happy with their webcams. Amazon offers get price and you should get it.

One more thing. It's features outweighs its small size :). My Parents back in other part of world can see even tiny things in my room which they shouldn't :).",1
"B00006B9CR:great_mouse_-_esp._if_you_have_carpel_tunnel_in_shoulder:d._forster_""computer_user""",B00006B9CR,Logitech Cordless Optical Trackman (USB/PS/2): Electronics,electronics,4 of 4,5.0,great mouse - esp. if you have carpel tunnel in shoulder,"August 6, 2006","D. Forster ""computer user""","Fulton, MO","I got this mouse because I have developed carpel tunnel pain in my shoulder from years and years of mouse activity. I'm happy to say it is nearly gone (the pain) - I ordered one for my office and will now get one for home.  It does take a bit of getting used to (after years of movable mouse action) - but it can be done.

Good luck",1
B000ELSVOM:great_cable_at_a_decent_price:r._denardis,B000ELSVOM,Creative Zen Vision: M Video Cable: Electronics,electronics,2 of 2,4.0,Great Cable at a decent price,"November 5, 2006",R. DeNardis,Pittsburgh,"Unlike many other cables that splice A/V output, this cable does so while retaining the details of that output.  I.e., both Left and Right channels are extracted and outputted, not simply the Left channel with audio mixed down to mono.  Also, it works on some computers, too!

On the minus side, I haven't gotten it to work on the television.  In order to do so, you also have to buy the adapter for the Creative Zen player.

I bought this so my Creative Sleek Photo would be compatible with an X-Rocker chair with built in speakers, and found that CD players and many other audio units became compatible, too.  For that, it was worth the cost",1
"B0001WW3F2:good,_could_be_easily_improved:r._johnson",B0001WW3F2,Griffin Technology RadioShark AM / FM Desktop Radio with Time-Shift Recording: Electronics,electronics,,4.0,"good, could be easily improved","November 5, 2006",R. JOHNSON,"Portland, OR  US","I am running the RadioShark on a G4 PowerBook w/ Mac OS X 10.4.  I am very happy with the programmed recording - saves to a variety of formats, etc. Very handy! The unit did all that it promised, but it could have had much better software. A Dashboard Widget is also included that controls basic operation, but not recording or EQ.

Needed additions:
1. Station presets are selected from a drop down menu??!? One has to go to the RS menu bar (top of screen) to find the favorite Stations - kind of klunky. Better to have ""radio buttons"" associated with the App window. To be fair, the Widget does have better station selection, but the button is labeled with a 'heart'...
2. No station ""scan"" function. One has to dink through the entire spectrum manually - wow - hard to understand this lack of functionality.
3. Some additional audio filter/edit functions could be included. There is a multi-band EQ that works well, mostly (see comment below). At minimum there should be a hiss filter and a hum filter with variable levels of effect. Also, one should be able to edit out unessential material from an audio file. Though, for Mac OS X there is a nice freeware app that can do this:  AUDACITY.

Oddities
1. When first installed, the output had static in it which was worse with the EQ on. Griffin Tech Support was not very helpful - as with most tech support offerings, they failed to grasp the actual problem and replied with unhelpful suggestions. Re-installed software and it began working well.
2. Initially did not seem to work well thru an external (powered) hub; now has no problems. Though, unit does work okay with a USB extension cable",1
B000BVCTS4:itrip_is_a_trip!:crackerjack,B000BVCTS4,"Griffin Technology 9631-NANOTRIP iTrip Nano LCD/FM Transmitter for iPod Nano, Black: Electronics",electronics,,5.0,iTrip is a trip!,"November 9, 2006",Crackerjack,"Columbia, SC","This is a total bargain. Not only was the price right, it works perfectly in the car, at home converting every radio to a stereo system for my iPod Nano. When they're put together it looks like one unit and if, by chance, you use a Motorola Rzr phone the charger works with he iTrip and recharges the Nano, eliminating the need for any other charger devices",1
B000DIM9AS:just_right_:kennth_c._schneider,B000DIM9AS,"Coby TF-TV505 5"" LCD Color Television: Electronics",electronics,,5.0,Just right,"November 10, 2006",Kennth C. Schneider,,"The over-the-air picture is crisp, colors are bright and the size is just right. Pretty good viewing angle as well",1
B0000C8Y55:wireless_logitech_mouse:jeffrey_d._smith,B0000C8Y55,Logitech Cordless Optical Mouse for Notebooks- Silver: Electronics,electronics,,5.0,Wireless Logitech Mouse,"March 29, 2006",Jeffrey D. Smith,,I totally recommend this mouse. I purchased the 1st mouse a few months about and just now bought another one for my other laptop.  I like it that you have an assortment of colors you can chose from also. The battery life is pretty good also,1
B0002DQUHC:mac_users_beware:bud_lengtat,B0002DQUHC,"D-Link DWL-G122 Compact Wireless USB Adapter, 802.11g, 54Mbps: Electronics",electronics,1 of 2,4.0,Mac users beware,"November 9, 2006",Bud Lengtat,"Grass Valley, CA USA","I use this with an iMac. It does not come with drivers for Mac OS X, nor does D-Link offer any help. They refuse to admit it will work with Macs. I was pointed toward a driver made available at [...]. I remember having trouble getting it to work, but once it was working it has worked well and consistently. The iMac connects to an AEBS a couple rooms away through the D-Link",1
"B0006B486K:thank_goodness_i_found_these!:fred_schendel_""fredproggh""",B0006B486K,Koss KSC75 Portable Stereophone Headphones: Electronics,electronics,1 of 2,5.0,Thank goodness I found these!,"October 1, 2006","Fred Schendel ""fredproggh""","Chattanooga, TN","I have been going nuts trying to find a decent set of headphones for my new iPod.  All I wanted was decent sound for a decent price, but after trying various models of ear-buds and standard phones and returning them all I figured I was going to have to shell out some big bucks after all.  But, then I decided to pull the trigger on some cans made by a great old company from my youth that used to be THE only choice for headphones- KOSS of course!  And man- they still have it.  These aren't the greatest phones I've ever heard, but for $20 (and it seems you can now get them for half that!) they easily compare to some well-known sets costing 3 times as much or more.  Finally, no awful hi-mid peaks that threaten to end my career as an audio engineer *cough cough Sony cough*.  They are fairly comfortable- I think I would rather have the traditional over-the-head band but you get used to these pretty quick.  These sound nice, full- the bass doesn't thump like a lot of people like but to my ears it's smooth.  And most important, you can listen for hours without ear fatigue.  Without a doubt, these are the best budget phones I've ever owned!  My bottom line- anyone who doesn't grab these for $10 bucks a pop is insane.  Period *g",1
B000065BPA:very_nice_product:l._jackson,B000065BPA,Sennheiser HD-212 Headphones (Silver): Electronics,electronics,,5.0,Very nice product,"August 10, 2006",L. Jackson,"Mojave, CA USA","I've tried several different brands of headsets and this one wins. It reduces noise, has excellent sound and is comfortable for hours at a time. My office is between the shop, where we make rocket engines, and the flight line on the airport, where airplanes are tested. Sometimes jet aircraft sit outside my window and perform engine run-ups, or idle the APU for hours. This headset reduces the white noise while still allowing me to hear the phone ring even when a local F-4 Phantom II tests the afterburner.",1
B00006B9ZB:has_not_shown_me_trouble_yet...:d._farano,B00006B9ZB,Lexar Media 128 MB Secure Digital Card: Electronics,electronics,4 of 6,5.0,Has not shown me trouble yet...,"June 26, 2004",D. Farano,"East Rockaway, NY United States",Good price. Good company. I use this on my Kodak CX7300 and it's fine. Good product to buy,1
"B00006B9ZB:excellent_product:""deechan""",B00006B9ZB,Lexar Media 128 MB Secure Digital Card: Electronics,electronics,6 of 7,5.0,Excellent product,"June 29, 2003","""deechan""","Adelaise, SA Australia","Works as advertised, have not had a single problem with it since installing it in my Tungsten T",1
B0002DG0OA:exactly_what_i_wanted:a._scott-stoltz,B0002DG0OA,"Audiovox D1708PK 7"" Ultra Slim Line Portable DVD Player with Bonus Pack: Electronics",electronics,5 of 5,5.0,Exactly what I wanted,"November 3, 2006",A. Scott-stoltz,,Bought this a few months ago for my 3yr old son.  He loves it.  We have used it in the car as well as when he goes to meetings with me.  Never had a single problem with it,1
B0002DG0OA:great_value!:j._rauber-hanes,B0002DG0OA,"Audiovox D1708PK 7"" Ultra Slim Line Portable DVD Player with Bonus Pack: Electronics",electronics,6 of 6,5.0,GREAT VALUE!,"September 12, 2006",J. Rauber-Hanes,"Columbus,Ohio",We bought this product for a long car trip and the kids loved it. I've also used it and thought the sound and picture were wonderful. It was exactly what we were looking for and for a fantastic price! We are very happy,1
B00006JKW5:best_value_for_fiber_optic_audio:atomicwasteland,B00006JKW5,Monster Cable THX-Certified Fiber Optic Digital Interconnect Cable (4 Feet): Electronics,electronics,52 of 52,5.0,Best value for Fiber Optic Audio,"October 17, 2004",atomicwasteland,"Falls Church, VA USA","I've bought several of these cables and have been very happy with my purchase.  I've used them for hooking up my Gaming Systems, TV, Cable Box, and Receiver/DVD Player.  (Note: I had to buy a small 3 in 1 Fiber Optic Switch Box to handle all these cables -my Receiver and TV only had one digital audio connection each.)

I believe that these cables are the best name brand VALUES currently around for Fiber Optic Audio.

What do you REALLY get for a ""high end"" fiber optic cable that is triple the cost of this cable? I don't know.  I purchased one (which was ""top of the line"") and obscenely expensive, and of course it sounds great, but these cables sound great too.  Plus, these cables ARE Monster cables, AND they are THX certified!

What does THX certification mean? Below is a blurb taken directly from the THX website describing it:
---
""THX is on the forefront of entertainment technology, offering products and services of unparalleled quality for post-production, distribution and playback of audio and visual content. THX Certification is considered a mark of excellence in the presentation technology industry, offering consumers a promise that the cinemas they visit and the products they purchase have been evaluated and tested to meet the highest standards for picture and sound performance.""

---
A digital signal is a digital signal.  This is fiber optic cable -it uses light to transmit the digital data -it doesn't degrade like analog based on the quality of the cable.  So these cables are NOT likely to give you a worse audio signal than more expensive cables, they just are going be a little less durable, and probably use slightly less high quality materials.  Are they fragile? Not at all, but the top of the line cable that I purchased was so thick that I probably could have stepped on it on cement and it would have been fine. This THX cable is thinner and I could imagine it breaking more easily.  If you work somewhere (like a studio) where there is a good chance of rolling things over the cables from time to time on a hard floor then you might have a good reason for a more durable cable.  (Same goes for cables that are going to be manhandled regularly -i.e. a lot of plugging/unplugging and bending of the ends).

Overall, I'm very happy with these cables and can I afford to buy a bunch for all the fiber optic audio connections I am now using (i.e. Receiver, TV, Cable Box, Xbox/Playstation/Gamecube)

(P.S. for first time users, don't forget to pull off the tiny plastic coverings on each end of the fiber optic cables.  These are there to protect the cable during transit/storage and will prevent the light from passing unless removed.  Throw these tips away; you'll never need them again.",1
"B00023CJKE:great_phone:charlotte_b._street_""charlotte_street""",B00023CJKE,AT&T E5865 5.8 GHz DSS Expandable Cordless Phone with Answering System and Dual Keypads: Electronics,electronics,13 of 14,5.0,Great phone,"April 2, 2005","Charlotte B. Street ""Charlotte Street""",Idaho,"I have had this phone now about 3 months and I am VERY HAPPY with it. IT has all the things and want and many more, The hand sets are very clear and I love the fact I can check voice mail on any hand set that goes with it I do not have to run to the main answering machine to check the voice mail. The range of the hand sets is great had no problem at all with this.  So far I love everything with this phone, It is much better than either of the last two phone I have had. I have walked over a 1/2 block from the house and it still works clearly, I have never had a phone that worked so far away from home",1
"B0000BVYTV:not_bad,_given_the_price_i_paid!:j._chung_""calegend""",B0000BVYTV,Antec USB-Powered Notebook Cooler: Electronics,electronics,1 of 1,4.0,"Not bad, given the price I paid!","September 4, 2006","J. Chung ""calegend""","CA, United States","I purchased the Notebook Cooler approximately one month ago, after reading online testimonials of laptops becoming damaged from overheating. Thankfully, the same time I read that, Circuit City was having a sale on this item for only $15, after mail-in rebate. Fast forward one month and my opinion of the Cooler so far: not bad... 

My laptop is noticeably cooler to the touch now, and the internal fan rarely comes on. The Notebook Cooler itself is smartly designed, with an aluminum topping and two fans that draw away heat. I'll admit, the USB connector cable is a bit flimsy, and I can see why some folks have complained. For those users who travel frequently (or anyone who foresees plugging and unplugging the cable often), you may want to exercise extra caution. The blue LED light that some reviewer claims is too ""strong"" is a minor quibble--if you really wanted to, you could always tape over the light and problem solved. As for the fan noise, I would say the low setting is comparable to ""white noise,"" which you don't really notice until you purposely try to listen for it! The high setting, on the other hand, is a bit loud, and I can see people having to turn up the volume on their speakers or TV to compensate. Usually, though, I only use the high setting when it's really hot in the room, or if I'm running intensive programs like Photoshop or some video game. 

Overall, I'd say I'm very satisfied with this product. (Though, I am somewhat disappointed that Antec needs 3 months to process my $15 rebate check.)",1
"B000F1O0X2:excellent_mouse:michael_g._reno_""gte987t""",B000F1O0X2,Logitech MX 400 Performance Laser Mouse: Electronics,electronics,,5.0,Excellent Mouse,"November 9, 2006","Michael G. Reno ""gte987t""","Atlanta, GA","The Logitech MX 400 mouse in my opinion was a good buy.  It is very reliable, accurate, scrolls smooth, and is precise and responsive on every surface I have used it on.  It is also light weight and comfortable, making it the purfect mouse for the price",1
"B00001P4ZR:as_sturdy_as_it_looks,_and_with_very_good_sound_for_the_price:n._winocur_""marik_steele""",B00001P4ZR,Koss R-10 Home Headphones: Electronics,electronics,2 of 2,5.0,"As sturdy as it looks, and with very good sound for the price","October 26, 2005","N. Winocur ""Marik_Steele""",USA,"I bought two pairs of these when I saw them in a store on sale for under $15 each.  They've both gotten extensive use over the past couple years.  The cushioning on the outside is cloth inside a black material that I suppose imitates leather in looks and feel.  This outer material on the cushions has worn off in flakes on both pairs, which makes it look raggedy, but the comfort and sound quality isn't affected by it so I don't consider it a big deal.   The headband adjust on one side of one pair seems to have had something break inside it which lets that earmuff go farther down than it ""should,"" but likewise, it's something to be expected with this much use and hasn't affected comfort.

The cable is also thicker than most headphone cables I'm used to, which is good news for people who find themselves constantly rolling over cables with their chairs and such.

I've compared the sound quality to the Koss QZ-50's (which I own) and a library's Koss UR-10's or 15's (can't remember which).  Though the QZ-50's do sound better when they have their active noise cancelling feature turned on, the UR-20's are the most comfortable of the three, have the richest bass, are the most durable, and won't eat up your AAA batteries like the QZ-50's",1
"B000BSOBG0:perfect_for_the_office:hunter400_""hunter400""",B000BSOBG0,Digilife Fold-Up Compact Speakers for Apple iPod (Travel Size): Electronics,electronics,5 of 5,5.0,Perfect for the office,"June 19, 2006","Hunter400 ""hunter400""","New York, NY USA","I recently bought these speakers because I wanted to play my iPod in the office. The sound is better then expected.  While I would get a better speaker system for my home, for the office or on the go, these will do very nicely",1
B00008YBCJ:adorable:l._plank,B00008YBCJ,D-Link - Antenna cable - N-Series connector (M) - N-Series connector (F) - 30 ft: Electronics,electronics,10 of 11,5.0,Adorable,"January 9, 2003",L. Plank,Missouri,"Myself and my grandchildren love to hold these adorable pets, their fun. lifelike and surprisingly sturdy. Get one!",1
B000GABCY2:fantastic_mouse!:paul_grandmaison,B000GABCY2,Logitech V450 Cordless Laser Mouse: Electronics,electronics,1 of 1,5.0,Fantastic mouse!,"November 17, 2006",paul grandmaison,"Walpole, NH USA","What a relief to find this mouse after having bought a Microsoft 6000 lazer mouse which caused my tendonitis to flare up again really bad.  I had originally gotten really bad tendonitis from another Microsoft ""ergonomic"" mouse a year ago, which became chronic, but barely noticeable until I tried the 6000.

I also tried a Logitech V200, which is a good mouse, just not nearly as comfortable as the 450.  The buttons on both of these Logitech mice press down really nicely and are effortless.  This was not so on the MS 6000.

If you are looking for the ultimate in a mouse for a notebook, the Logitech V450 is it.  My hands are fairly large, and for the $15 more than the v200, it is definitely worth it as I spend a lot of time on computers",1
B000GABCY2:great_freaking_mouse:anh_lai,B000GABCY2,Logitech V450 Cordless Laser Mouse: Electronics,electronics,1 of 1,5.0,Great freaking mouse,"August 17, 2006",Anh Lai,,"This laser version tracks much better on odd surfaces compared to the Logitech V200 I have.

The Setpoint software allows you to use Setpoint's mouse sensativity independent of the touchpad settings.  Finally!!!  I dont have to change mouse sensativities when I unplug it.  The Setpoint sensativity is an offset to window's sensativity setting for the touchpad.  So basically, set your touchpad sensativity first, then adjust the Setpoint sensativity.  They will be work just the way you want everytime you unplug/plug the mouse and going back and forth between touchpad and mouse.

Perfect product",1
B000BYZNMK:outstanding:jo_i._williams,B000BYZNMK,JBL On Stage II with RF Remote: Electronics,electronics,2 of 8,5.0,Outstanding,"July 31, 2006",Jo I. Williams,Mississippi,"JBL speaker system for IPOD is an outstanding product, I would highly recommend it",1
